"id","date","remitted","cash","gcash","total_unpaid","late_payments","total_remittance","total_sales","total_discount","spoilages","unpaid","late","total_purchases","purchases","created_at","updated_at"
"481","2024-02-01","0.00","5369.50","415.00","110.00","1108.00","6612.50","5894.50","25.50","[]","[{""name"":""sir ervic - "",""price"":""110.00""}]","[{""name"":""Sir JJ -  (Sep 14) - cash"",""price"":""25.00""},{""name"":""SIR JJ -  (Sep 15) - cash"",""price"":""70.00""},{""name"":""SIR JJ -  (Sep 20) - cash"",""price"":""125.00""},{""name"":""SIR JJ (V303) -  (Oct 10) - cash"",""price"":""76.00""},{""name"":""SIR JJ -  (Oct 11) - cash"",""price"":""113.00""},{""name"":""SIR JJ -  (Oct 11) - cash"",""price"":""80.00""},{""name"":""sir JJ -  (Oct 12) - cash"",""price"":""136.00""},{""name"":""sir jj -  (Oct 20) - cash"",""price"":""96.00""},{""name"":""sir jj -  (Nov 17) - cash"",""price"":""96.00""},{""name"":""SIR JJ -  (Nov 28) - cash"",""price"":""195.00""},{""name"":""sir jj -  (Nov 28) - cash"",""price"":""96.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-01 17:12:57","2024-02-01 17:12:57"
"482","2024-02-03","0.00","2146.50","0.00","388.00","0.00","2274.50","2534.50","-64.50","[]","[{""name"":""MAAM JACKELYN ALBANO - "",""price"":""288.00""},{""name"":""SIR ED - "",""price"":""100.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-02-03 18:41:38","2024-02-03 18:41:38"
"483","2024-02-02","0.00","3940.00","190.00","570.00","140.00","4580.00","4700.00","0.00","[]","[{""name"":""SIR LUIS - "",""price"":""90.00""},{""name"":""SIR LUIS - "",""price"":""90.00""},{""name"":""SIR JANN - "",""price"":""205.00""},{""name"":""ma'am biala - care off kuwgao voucher"",""price"":""95.00""},{""name"":""SIR JANN - "",""price"":""90.00""}]","[{""name"":""MAAM JEN -  (Jan 31) - cash"",""price"":""140.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-02-05 08:48:33","2024-02-05 08:48:33"
"484","2024-02-05","0.00","7452.00","719.00","200.00","0.00","7981.00","8371.00","124.00","[]","[{""name"":""MAAM MARICAR - "",""price"":""70.00""},{""name"":""MAM RODS - "",""price"":""30.00""},{""name"":""SIR DUKE - "",""price"":""100.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-05 21:56:06","2024-02-05 21:56:06"
"485","2024-02-06","0.00","5581.00","405.00","585.00","0.00","6431.00","6821.00","34.00","[]","[{""name"":""SIR LUIS - "",""price"":""160.00""},{""name"":""MA'AM TINE - "",""price"":""70.00""},{""name"":""SIR JANN  - "",""price"":""70.00""},{""name"":""ISO - care off SIR JANN"",""price"":""285.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-06 17:09:34","2024-02-06 17:09:34"
"486","2024-02-07","0.00","7696.50","735.00","220.00","0.00","8536.50","8796.50","148.50","[]","[{""name"":""SIE JANN - care off SIR JANN"",""price"":""85.00""},{""name"":""joey - "",""price"":""135.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-02-07 17:37:12","2024-02-07 17:37:12"
"487","2024-02-08","0.00","6166.50","481.00","1025.00","0.00","7691.50","7717.50","67.50","[]","[{""name"":""SIR JANN - "",""price"":""210.00""},{""name"":""SIR GHINO - "",""price"":""635.00""},{""name"":""CHRISTIAN L.PETINES (VOUCHER) - "",""price"":""70.00""},{""name"":""SIR JOSH - "",""price"":""110.00""}]","[]","26.00","[{""name"":""ice"",""price"":26}]","2024-02-08 17:22:15","2024-02-08 17:22:15"
"488","2024-02-10","0.00","2790.00","140.00","1165.00","0.00","3835.00","4095.00","0.00","[]","[{""name"":""SIR JANN - "",""price"":""410.00""},{""name"":""UDD - "",""price"":""280.00""},{""name"":""MAM GANDA  - "",""price"":""95.00""},{""name"":""SIR JANN - "",""price"":""380.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-02-10 16:50:18","2024-02-10 16:50:18"
"489","2024-02-12","0.00","9082.00","1350.00","1525.00","0.00","11567.00","11957.00","158.00","[]","[{""name"":""MAAM RHODZ - "",""price"":""30.00""},{""name"":"" \/ SIR GREG  - care off SIR JANN"",""price"":""140.00""},{""name"":""KUWAGO PROMO - "",""price"":""375.00""},{""name"":""LUIS - care off SIR LUIS "",""price"":""280.00""},{""name"":""SIR JANN - care off SIR JANN"",""price"":""190.00""},{""name"":""CHRISTIAN (VOUCHER) - "",""price"":""90.00""},{""name"":""rain  - care off sir rain"",""price"":""420.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-12 17:25:17","2024-02-12 17:25:17"
"490","2024-02-13","0.00","7063.00","955.00","250.00","0.00","8178.00","8568.00","102.00","[]","[{""name"":""SIR LANZ - "",""price"":""110.00""},{""name"":""JULIANE\/ AIVHAN (VOUCHER ) - "",""price"":""140.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-13 17:16:31","2024-02-13 17:16:31"
"491","2024-02-14","0.00","7172.80","655.00","170.00","0.00","8137.80","8527.80","-57.80","[]","[{""name"":""CHRISTINE  - care off SIR LUIS "",""price"":""70.00""},{""name"":""CHRISTINE  - care off SIR LUIS "",""price"":""30.00""},{""name"":""GHIAN T. JUNIO (VOUCHER) - "",""price"":""70.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-14 17:20:28","2024-02-14 17:20:28"
"492","2024-02-15","0.00","7430.60","490.00","215.00","0.00","7745.60","8135.60","59.40","[]","[{""name"":"" sir jaymar  - care off sir luis "",""price"":""165.00""},{""name"":""a - "",""price"":""50.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-15 17:14:38","2024-02-15 17:14:38"
"493","2024-02-16","0.00","9213.60","376.00","490.00","0.00","9689.60","10079.60","25.40","[]","[{""name"":""KIMBERLY JANE C. ESPARRAGO (VOUCHER) - "",""price"":""70.00""},{""name"":""JOHN PREX B. BERNABE (VOUCHER) - "",""price"":""70.00""},{""name"":""SIR JAYMAR - care off SIR LUIS"",""price"":""190.00""},{""name"":""SIR JANN - "",""price"":""140.00""},{""name"":""SIR LUIS - "",""price"":""20.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-16 17:14:22","2024-02-16 17:14:22"
"494","2024-02-17","0.00","6542.00","785.00","4195.00","683.00","12285.00","11992.00","-72.00","[]","[{""name"":""UDD - "",""price"":""4,195.00""}]","[{""name"":""SIR JJ -  (Sep 07) - cash"",""price"":""88.00""},{""name"":""Sir JJ -  (Sep 14) - cash"",""price"":""51.00""},{""name"":""sir jj -  (Oct 16) - cash"",""price"":""368.00""},{""name"":""sir jj -  (Oct 23) - cash"",""price"":""80.00""},{""name"":""Sir JJ -  (Jan 03) - cash"",""price"":""96.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-20 18:33:55","2024-02-20 18:33:55"
"495","2024-02-23","0.00","3705.00","290.00","840.00","0.00","4445.00","4835.00","0.00","[]","[{""name"":""SIR JANN - "",""price"":""840.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-23 16:53:25","2024-02-23 16:53:25"
"496","2024-02-24","0.00","4065.00","465.00","0.00","0.00","4270.00","4530.00","0.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-02-24 17:05:50","2024-02-24 17:05:50"
"497","2024-02-26","0.00","4905.00","445.00","1095.00","0.00","6140.00","6530.00","0.00","[]","[{""name"":""REGISTRAR - care off UDD"",""price"":""1,095.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-26 17:08:38","2024-02-26 17:08:38"
"498","2024-02-27","0.00","7540.00","330.00","2620.00","0.00","10100.00","10490.00","0.00","[]","[{""name"":""mam xhia  - "",""price"":""75.00""},{""name"":""shamel ezekel salayog (voucher0 - "",""price"":""70.00""},{""name"":""kezziah perez j (voucher) - "",""price"":""70.00""},{""name"":""jomax abelarde (voucher) - "",""price"":""70.00""},{""name"":""sir luis  - "",""price"":""150.00""},{""name"":""diminica (voucher ) - "",""price"":""95.00""},{""name"":""sir jann - "",""price"":""140.00""},{""name"":""sir jann - "",""price"":""95.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir ghino - care off UDD"",""price"":""255.00""},{""name"":""NORMAN JAY TIBULE(VOUCHER) - "",""price"":""130.00""},{""name"":""KORO (VOUCHER)  - care off UDD "",""price"":""1,400.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-27 17:29:24","2024-02-27 17:29:24"
"499","2024-02-28","0.00","8797.00","250.00","1560.00","0.00","10217.00","10607.00","53.00","[]","[{""name"":""maria angelica g (voucher) - "",""price"":""70.00""},{""name"":""jemia jerovil v. bautista (voucher) - "",""price"":""110.00""},{""name"":""ENGINEERING FACULTY - care off UDD"",""price"":""1,380.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-28 17:51:14","2024-02-28 17:51:14"
"500","2024-02-29","0.00","7782.00","460.00","275.00","0.00","8277.00","8667.00","17.00","[]","[{""name"":""joan - care off sir jc"",""price"":""275.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-02-29 17:38:57","2024-02-29 17:38:57"
"501","2024-03-01","0.00","7094.00","1285.00","1201.00","0.00","9905.00","10165.00","240.00","[]","[{""name"":""sir lanz - "",""price"":""35.00""},{""name"":""conference - care off sir jann"",""price"":""690.00""},{""name"":""mam jen dela rosa - "",""price"":""345.00""},{""name"":""robe  - "",""price"":""56.00""},{""name"":""sir jann - "",""price"":""75.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-01 17:38:44","2024-03-01 17:38:44"
"502","2024-03-02","0.00","5605.00","535.00","1630.00","345.00","8675.00","8590.00","20.00","[]","[{""name"":""jk laboyog - care off gc"",""price"":""110.00""},{""name"":""sir jc  - care off sir jc sangalang "",""price"":""70.00""},{""name"":""sir jc - "",""price"":""1,265.00""},{""name"":""sir jc - "",""price"":""185.00""}]","[{""name"":""mam jen dela rosa -  (Mar 01) - cash"",""price"":""345.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-02 17:18:21","2024-03-02 17:18:21"
"503","2024-03-02","0.00","5605.00","535.00","1630.00","345.00","8675.00","8590.00","20.00","[]","[{""name"":""jk laboyog - care off gc"",""price"":""110.00""},{""name"":""sir jc  - care off sir jc sangalang "",""price"":""70.00""},{""name"":""sir jc - "",""price"":""1,265.00""},{""name"":""sir jc - "",""price"":""185.00""}]","[{""name"":""mam jen dela rosa -  (Mar 01) - cash"",""price"":""345.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-02 17:18:27","2024-03-02 17:18:27"
"504","2024-03-04","0.00","8516.00","535.00","85.00","756.00","9727.00","9361.00","14.00","[]","[{""name"":""uno - care off sir jann"",""price"":""85.00""}]","[{""name"":""SIR JJ -  (Aug 17) - cash"",""price"":""70.00""},{""name"":""sir jj -  (Aug 18) - cash"",""price"":""330.00""},{""name"":""SIR JJ -  (Aug 18) - cash"",""price"":""110.00""},{""name"":""Sir JJ -  (Aug 19) - cash"",""price"":""70.00""},{""name"":""SIR JJ -  (Aug 22) - cash"",""price"":""88.00""},{""name"":""SIR JJ -  (Aug 23) - cash"",""price"":""88.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-03-04 17:23:40","2024-03-04 17:23:40"
"505","2024-03-05","0.00","7734.00","430.00","590.00","0.00","8494.00","8754.00","76.00","[]","[{""name"":""KYLE - care off VOUCHER"",""price"":""85.00""},{""name"":""VINCE - care off VOUCHER"",""price"":""85.00""},{""name"":""PAULINE JOY - care off VOUCHER"",""price"":""70.00""},{""name"":""KRISTEN - care off VOUCHER"",""price"":""70.00""},{""name"":""CHRISTIAN VAN - "",""price"":""70.00""},{""name"":""LUIS - care off VOUCHER"",""price"":""70.00""},{""name"":""GIAN - care off VOUCHER"",""price"":""70.00""},{""name"":""HELAMAN - care off VOUCHER"",""price"":""70.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-05 17:25:58","2024-03-05 17:25:58"
"506","2024-03-06","0.00","7115.00","510.00","220.00","0.00","7585.00","7845.00","0.00","[]","[{""name"":""mam  - "",""price"":""130.00""},{""name"":""sir luis  - "",""price"":""90.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-07 08:58:48","2024-03-07 08:58:48"
"507","2024-03-06","0.00","7115.00","510.00","220.00","0.00","7585.00","7845.00","0.00","[]","[{""name"":""mam  - "",""price"":""130.00""},{""name"":""sir luis  - "",""price"":""90.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-07 08:58:54","2024-03-07 08:58:54"
"508","2024-03-07","0.00","7852.00","860.00","336.00","0.00","8788.00","9048.00","14.00","[]","[{""name"":""celine - care off voucher"",""price"":""70.00""},{""name"":""ervic - "",""price"":""56.00""},{""name"":""juan miguel - care off voucher"",""price"":""70.00""},{""name"":""resty de guzman - care off sd"",""price"":""140.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-07 22:10:18","2024-03-07 22:10:18"
"509","2024-03-09","0.00","3391.00","0.00","221.00","0.00","3599.00","3612.00","-37.00","[]","[{""name"":""maam lorie - "",""price"":""85.00""},{""name"":""ate jaq - care off sd"",""price"":""136.00""}]","[]","13.00","[{""name"":""ice"",""price"":13}]","2024-03-09 17:02:31","2024-03-09 17:02:31"
"510","2024-03-11","0.00","7384.00","325.00","0.00","0.00","7319.00","7709.00","16.00","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-03-11 17:09:59","2024-03-11 17:09:59"
"511","2024-03-12","0.00","6856.00","651.00","0.00","0.00","7117.00","7507.00","28.00","[]","[]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-03-12 17:16:07","2024-03-12 17:16:07"
"512","2024-03-13","0.00","6390.00","115.00","290.00","0.00","6535.00","6795.00","70.00","[]","[{""name"":""SIR LUIS - "",""price"":""20.00""},{""name"":""SIR LUIS - "",""price"":""95.00""},{""name"":""SIR JOSH - "",""price"":""80.00""},{""name"":""MAAM RHODZ - "",""price"":""95.00""}]","[]","260.00","[{""name"":""ICE"",""price"":260}]","2024-03-14 08:08:31","2024-03-14 08:08:31"
"513","2024-03-14","0.00","5712.00","390.00","100.00","0.00","5942.00","6202.00","48.00","[]","[{""name"":""luis - "",""price"":""100.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-14 17:38:01","2024-03-14 17:38:01"
"514","2024-03-15","0.00","7039.00","455.00","90.00","0.00","7324.00","7584.00","19.00","[]","[{""name"":""josh - care off sir jc"",""price"":""90.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-16 16:57:23","2024-03-16 16:57:23"
"515","2024-03-16","0.00","4780.00","595.00","110.00","0.00","5225.00","5485.00","0.00","[]","[{""name"":""luis - "",""price"":""110.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-16 17:06:09","2024-03-16 17:06:09"
"516","2024-03-16","0.00","4780.00","595.00","110.00","0.00","5485.00","5485.00","0.00","[]","[{""name"":""luis - "",""price"":""110.00""}]","[]","0.00","[]","2024-03-16 17:11:16","2024-03-16 17:11:16"
"517","2024-03-18","0.00","7268.00","165.00","501.00","0.00","7934.00","7934.00","46.00","[]","[{""name"":""LUIS - "",""price"":""70.00""},{""name"":""SIR JAN - "",""price"":""180.00""},{""name"":""SIR JAN - "",""price"":""155.00""},{""name"":""SIR JJ - "",""price"":""96.00""}]","[]","0.00","[{""name"":"""",""price"":null}]","2024-03-18 17:01:15","2024-03-18 17:01:15"
"518","2024-03-19","0.00","5237.00","570.00","85.00","96.00","5728.00","5892.00","71.00","[]","[{""name"":""luis - "",""price"":""85.00""}]","[{""name"":""SIR JJ -  (Mar 18) - cash"",""price"":""96.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-19 17:12:18","2024-03-19 17:12:18"
"519","2024-03-20","0.00","4390.00","810.00","157.00","0.00","5097.00","5357.00","93.00","[]","[{""name"":""sir kairan - "",""price"":""72.00""},{""name"":""luis - "",""price"":""85.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-20 17:04:02","2024-03-20 17:04:02"
"520","2024-03-21","0.00","6904.00","295.00","556.00","0.00","7495.00","7755.00","70.00","[]","[{""name"":""s josh - "",""price"":""96.00""},{""name"":""sir jan - "",""price"":""180.00""},{""name"":""sir jm - "",""price"":""130.00""},{""name"":""sir luis - "",""price"":""150.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-21 17:12:57","2024-03-21 17:12:57"
"521","2024-03-22","0.00","6036.00","70.00","56.00","0.00","5902.00","6162.00","53.00","[]","[{""name"":""s dandy - "",""price"":""56.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-22 17:19:37","2024-03-22 17:19:37"
"522","2024-03-23","0.00","8245.00","670.00","1170.00","0.00","9825.00","10085.00","180.00","[]","[{""name"":""matrina ivy - care off sir jan"",""price"":""670.00""},{""name"":""s jk - care off sir lanz"",""price"":""500.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-03-23 17:09:58","2024-03-23 17:09:58"
"523","2024-03-25","0.00","2053.00","1206.00","865.00","0.00","3994.00","4124.00","101.00","[]","[{""name"":""scarlet - care off s jc"",""price"":""110.00""},{""name"":""luis - "",""price"":""95.00""},{""name"":""benji zarate  - care off jc sangalan "",""price"":""570.00""},{""name"":""luis - "",""price"":""90.00""}]","[]","130.00","[{""name"":""ice"",""price"":130}]","2024-03-25 17:16:19","2024-03-25 17:16:19"
"524","2024-04-01","0.00","5575.00","470.00","90.00","0.00","5745.00","6135.00","200.00","[]","[{""name"":""luis - "",""price"":""90.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-04-01 17:10:20","2024-04-01 17:10:20"
"525","2024-04-02","0.00","6133.00","95.00","315.00","0.00","6283.00","6543.00","-13.00","[]","[{""name"":""loreta ramirez\/ voucher - "",""price"":""70.00""},{""name"":""sir Jj - "",""price"":""100.00""},{""name"":""sir mike arzatech - "",""price"":""145.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-03 08:16:30","2024-04-03 08:16:30"
"526","2024-04-03","0.00","6554.00","165.00","0.00","0.00","6459.00","6719.00","-54.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-03 17:10:03","2024-04-03 17:10:03"
"527","2024-04-04","0.00","7108.00","0.00","0.00","100.00","6900.00","7108.00","42.00","[]","[]","[{""name"":""sir Jj -  (Apr 02) - cash"",""price"":""100.00""}]","308.00","[{""name"":""ice"",""price"":308}]","2024-04-04 17:27:45","2024-04-04 17:27:45"
"528","2024-04-06","0.00","8700.00","275.00","555.00","0.00","9380.00","9640.00","0.00","[]","[{""name"":""mam mica  - "",""price"":""135.00""},{""name"":""mam shiela  - care off sir jann "",""price"":""420.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-06 17:16:45","2024-04-06 17:16:45"
"529","2024-04-06","0.00","8700.00","275.00","555.00","0.00","9380.00","9640.00","0.00","[]","[{""name"":""mam mica  - "",""price"":""135.00""},{""name"":""mam shiela  - care off sir jann "",""price"":""420.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-06 17:16:51","2024-04-06 17:16:51"
"530","2024-04-08","0.00","13534.00","795.00","422.00","0.00","14443.00","14751.00","84.00","[]","[{""name"":""s jj - "",""price"":""96.00""},{""name"":""s juan - "",""price"":""56.00""},{""name"":""kristel - care off s jc"",""price"":""270.00""}]","[]","308.00","[{""name"":""ice"",""price"":308}]","2024-04-08 19:10:27","2024-04-08 19:10:27"
"531","2024-04-11","0.00","3113.00","140.00","166.00","0.00","3159.00","3419.00","31.00","[]","[{""name"":""faustino - "",""price"":""56.00""},{""name"":""sir luis - "",""price"":""110.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-13 09:22:34","2024-04-13 09:22:34"
"532","2024-04-13","0.00","1446.00","364.00","70.00","56.00","1676.00","1880.00","50.00","[]","[{""name"":""sir jann - "",""price"":""70.00""}]","[{""name"":""faustino -  (Apr 11) - cash"",""price"":""56.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-13 17:22:21","2024-04-13 17:22:21"
"533","2024-04-15","0.00","7609.00","555.00","345.00","0.00","8249.00","8509.00","36.00","[]","[{""name"":""lizmer - "",""price"":""70.00""},{""name"":""s daniel - care off s jan"",""price"":""110.00""},{""name"":""angela - care off s jann(voucher)"",""price"":""70.00""},{""name"":""s jash - care off s jc"",""price"":""95.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-15 18:07:06","2024-04-15 18:07:06"
"534","2024-04-16","0.00","11611.00","320.00","1095.00","0.00","12766.00","13026.00","81.00","[]","[{""name"":""s jake - care off s rain"",""price"":""1,025.00""},{""name"":""s darin - "",""price"":""70.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-16 18:16:32","2024-04-16 18:16:32"
"535","2024-04-17","0.00","6555.00","370.00","0.00","0.00","6665.00","6925.00","45.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-17 17:19:24","2024-04-17 17:19:24"
"536","2024-04-18","0.00","9011.00","68.00","60.00","0.00","8749.00","9139.00","31.00","[]","[{""name"":""luis - "",""price"":""60.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-04-18 17:14:25","2024-04-18 17:14:25"
"537","2024-04-19","0.00","7197.00","460.00","845.00","0.00","8242.00","8502.00","-37.00","[]","[{""name"":""m sheila - "",""price"":""455.00""},{""name"":""sir jc  - "",""price"":""260.00""},{""name"":""s jc - "",""price"":""130.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-19 17:46:55","2024-04-19 17:46:55"
"538","2024-04-20","0.00","2661.00","140.00","0.00","0.00","2541.00","2801.00","34.00","[]","[]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-20 17:16:09","2024-04-20 17:16:09"
"539","2024-04-22","0.00","6166.00","165.00","3618.00","96.00","9915.00","9949.00","11.00","[]","[{""name"":""sir luis - "",""price"":""120.00""},{""name"":""CHED(CONFERENCE) - care off UDD"",""price"":""1,980.00""},{""name"":""MARY JEAN QUIDEZ(VOUCHER) - care off S JANN"",""price"":""70.00""},{""name"":""CHED(CONFERENCE) - care off UDD"",""price"":""410.00""},{""name"":""JUAN - "",""price"":""88.00""},{""name"":""lj - "",""price"":""55.00""},{""name"":""mam LJ - "",""price"":""60.00""},{""name"":""security bank - care off s jann"",""price"":""835.00""}]","[{""name"":""s jj -  (Apr 08) - cash"",""price"":""96.00""}]","130.00","[{""name"":""ice"",""price"":130}]","2024-04-22 18:31:11","2024-04-22 18:31:11"
"540","2024-04-23","0.00","7226.50","470.00","165.00","0.00","7471.50","7861.50","53.50","[]","[{""name"":""luis - "",""price"":""90.00""},{""name"":""jj - "",""price"":""25.00""},{""name"":""sir dave  - "",""price"":""50.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2024-04-23 17:32:04","2024-04-23 17:32:04"
"541","2024-04-24","0.00","7485.00","1146.00","484.00","0.00","8595.00","9115.00","-155.00","[]","[{""name"":""s jj - "",""price"":""104.00""},{""name"":""AC MAINTENANCE - care off s jann"",""price"":""200.00""},{""name"":""S JANN - "",""price"":""180.00""}]","[]","520.00","[{""name"":""ice"",""price"":520}]","2024-04-24 17:15:03","2024-04-24 17:15:03"
"542","2024-04-25","0.00","7638.00","465.00","1412.00","0.00","9255.00","9515.00","310.00","[]","[{""name"":""sir jann(conference) - "",""price"":""980.00""},{""name"":""s jj - "",""price"":""222.00""},{""name"":""sir jann(conference) - "",""price"":""210.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-25 17:08:29","2024-04-25 17:08:29"
"543","2024-04-25","0.00","7868.00","465.00","1412.00","0.00","9485.00","9745.00","310.00","[]","[{""name"":""sir jann(conference) - "",""price"":""980.00""},{""name"":""s jj - "",""price"":""222.00""},{""name"":""sir jann(conference) - "",""price"":""210.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-25 17:13:52","2024-04-25 17:13:52"
"544","2024-04-26","0.00","8260.00","60.00","8132.00","25.00","16217.00","16452.00","78.00","[]","[{""name"":""gabriel - care off sir jann"",""price"":""100.00""},{""name"":""s jj - "",""price"":""25.00""},{""name"":""SITE PEP SQUAD - care off S JANN"",""price"":""5,515.00""},{""name"":""SITE STUDENT ASSISTANTS - care off S JANN"",""price"":""885.00""},{""name"":""SITE FACULTY - care off S JANN"",""price"":""915.00""},{""name"":""M ROSE - "",""price"":""380.00""},{""name"":""john andrei santos(voucher) - care off s jann"",""price"":""70.00""},{""name"":""sir kairan - "",""price"":""172.00""},{""name"":""alfie josh caguioa(voucher) - "",""price"":""70.00""}]","[{""name"":""jj -  (Apr 23) - cash"",""price"":""25.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-26 17:27:01","2024-04-26 17:27:01"
"545","2024-04-27","0.00","7560.00","460.00","240.00","0.00","8000.00","8260.00","0.00","[]","[{""name"":""jaime - "",""price"":""40.00""},{""name"":""jaime - "",""price"":""50.00""},{""name"":""s jj - "",""price"":""25.00""},{""name"":""jamie - care off s mike"",""price"":""125.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-27 17:23:44","2024-04-27 17:23:44"
"546","2024-04-29","0.00","7665.00","304.00","1590.00","0.00","9299.00","9559.00","251.00","[]","[{""name"":""luis - "",""price"":""90.00""},{""name"":""s jj - "",""price"":""129.00""},{""name"":""mark  - care off sir jj"",""price"":""70.00""},{""name"":""kristoffer arana(voucher) - care off s jann"",""price"":""110.00""},{""name"":""s gil - "",""price"":""153.00""},{""name"":""amythyst landicho(voucher) - care off s jann"",""price"":""70.00""},{""name"":""s gil - "",""price"":""88.00""},{""name"":""WCC - care off S JANN"",""price"":""880.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-29 17:32:30","2024-04-29 17:32:30"
"547","2024-04-30","0.00","1635.00","50.00","0.00","505.00","1930.00","1685.00","55.00","[]","[]","[{""name"":""s jj -  (Apr 24) - cash"",""price"":""104.00""},{""name"":""s jj -  (Apr 25) - cash"",""price"":""222.00""},{""name"":""s jj -  (Apr 26) - cash"",""price"":""25.00""},{""name"":""s jj -  (Apr 27) - cash"",""price"":""25.00""},{""name"":""s jj -  (Apr 29) - cash"",""price"":""129.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2024-04-30 17:16:02","2024-04-30 17:16:02"
"548","2024-05-02","0.00","7634.50","530.00","129.00","0.00","8033.50","8293.50","106.50","[]","[{""name"":""sir jj - "",""price"":""129.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2024-05-02 17:29:11","2024-05-02 17:29:11"
"549","2024-05-03","0.00","7797.00","840.00","588.00","241.00","9076.00","9225.00","65.00","[]","[{""name"":""engr - "",""price"":""88.00""},{""name"":""M BRYLENE(COMFERENCE) - care off UDD"",""price"":""500.00""}]","[{""name"":""s gil -  (Apr 29) - cash"",""price"":""153.00""},{""name"":""s gil -  (Apr 29) - cash"",""price"":""88.00""}]","390.00","[{""name"":""ice"",""price"":390}]","2024-05-03 17:15:16","2024-05-03 17:15:16"
"550","2024-05-04","0.00","2894.00","0.00","0.00","0.00","2764.00","2894.00","26.00","[]","[]","[]","130.00","[{""name"":""ice"",""price"":130}]","2024-05-04 17:03:18","2024-05-04 17:03:18"
